,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Ecuador,Ecuador,GPE,0.00000000,0.40000000,en,1.00000000,4129321-6,3658394,A,-1.25000000,-78.25000000,SOUTH-AMERICA,Ecuador,NWS
La Rochelle,La Rochelle,GPE,0.06818182,0.22727273,en,1.00000000,4111169-2,3006787,P,46.16308000,-1.15222000,EUROPE,France,WCE
Region,Region,LOC,0.27878788,0.58484848,en,1.00000000,,12200097,L,32.62857000,51.63140000,ASIA,Iran,WCA
Meurthe-et-Moselle,Meurthe-et-Moselle,GPE,0.00000000,0.00000000,en,1.00000000,4041201-5,2990999,P,48.68439000,6.18496000,EUROPE,France,WCE
Soignies,Soignies,LOC,0.60000000,0.70000000,en,1.00000000,4516671-7,2786420,P,50.57904000,4.07129000,EUROPE,Belgium,WCE
Geneva,Geneva,GPE,0.00000000,0.00000000,en,1.00000000,4020137-5,2660646,P,46.20222000,6.14569000,EUROPE,Switzerland,WCE
Eure,Eure,GPE,0.00000000,0.00000000,en,1.00000000,4085635-5,3019317,A,49.16667000,1.00000000,EUROPE,France,WCE
Orne,Orne,GPE,0.00000000,0.00000000,en,1.00000000,4288637-5,2989247,A,48.66667000,0.08333000,EUROPE,France,WCE
Oxfam,Oxfam,GPE,-0.25000000,0.75000000,en,1.00000000,,0,,,,,,
the North-West,the North-West,LOC,0.00000000,0.33333333,en,1.00000000,,11887751,L,42.77268000,-116.95790000,NORTH-AMERICA,United States,WNA
new jersey,new jersey,GPE,0.06818182,0.22727273,en,1.00000000,4442932-0,5099836,P,40.72816000,-74.07764000,NORTH-AMERICA,United States,ENA
Kidal,Kidal,GPE,-0.06666667,0.13333333,en,1.00000000,4263033-2,2597449,A,19.40000000,1.20000000,AFRICA,Mali,SAH
Gaza Strip,Gaza Strip,GPE,0.00000000,0.00000000,en,1.00000000,4019325-1,281133,P,31.50161000,34.46672000,EUROPE-AFRICA,Palestinian Territory,MED
the equatorial Pacific,the equatorial Pacific,LOC,0.03125000,0.25000000,en,1.00000000,,0,,,,,,
Rhône,Rhône,GPE,0.16000000,0.54000000,en,1.00000000,4119443-3,2968254,P,45.76601000,4.87950000,EUROPE,France,WCE
Mayenne,Mayenne,GPE,0.00000000,0.00000000,en,1.00000000,4115052-1,2994932,A,48.13494000,-0.66667000,EUROPE,France,WCE
Walhain,Walhain,GPE,0.00000000,0.00000000,en,1.00000000,,2784169,A,50.61667000,4.70000000,EUROPE,Belgium,WCE
Mouthe,Mouthe,GPE,0.00000000,0.00000000,en,1.00000000,4657054-8,3007979,P,44.91147000,0.52788000,EUROPE-AFRICA,France,MED
Nunavut,Nunavut,GPE,0.00000000,0.00000000,en,1.00000000,4248598-8,6091732,A,66.03478000,-100.07813000,NORTH-AMERICA,Canada,NEN
Coast,Coast,LOC,-0.50000000,1.00000000,en,1.00000000,,12212303,L,37.02332000,-77.36954000,NORTH-AMERICA,United States,ENA
the Aosta Valley,the Aosta Valley,LOC,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
Africa Corps,Africa Corps,GPE,0.00000000,0.00000000,en,1.00000000,,934583,T,-20.25953000,57.45227000,INDIAN,Mauritius,SIO
Zeekr,Zeekr,GPE,0.10833333,0.77500000,en,1.00000000,,0,,,,,,
Louvre,Louvre,GPE,0.00000000,0.00000000,en,1.00000000,,2997319,S,48.86102000,2.33587000,EUROPE,France,WCE
Mont-Rose massifs,Mont-Rose massifs,LOC,0.11111111,0.22222222,en,1.00000000,,0,,,,,,
Pyrénées,Pyrénées,GPE,-0.10000000,0.40000000,en,1.00000000,,3016565,L,43.50000000,0.00000000,EUROPE-AFRICA,France,MED
Leboncoin,Leboncoin,GPE,0.13333333,0.30000000,en,1.00000000,,0,,,,,,
Capgemini,Capgemini,GPE,0.13333333,0.30000000,en,1.00000000,,0,,,,,,
Moscow,Moscow,GPE,0.00000000,0.00000000,en,1.00000000,4074987-3,524901,P,55.75222000,37.61556000,EUROPE,Russia,WCE
Turkey,Turkey,GPE,0.00000000,0.50000000,en,1.00000000,4061163-2,298795,A,39.00000000,35.00000000,EUROPE-AFRICA,Turkey,MED
Copenhagen,Copenhagen,GPE,0.13636364,0.50000000,en,1.00000000,4032399-7,2618425,P,55.67594000,12.56553000,EUROPE,Denmark,NEU
Philippines,Philippines,GPE,0.00000000,0.00000000,en,1.00000000,4045771-0,1694008,A,13.40882000,122.56155000,ASIA,Philippines,SEA
​​“buying,​​“buying,GPE,-0.22500000,0.55000000,en,1.00000000,,0,,,,,,
Disinfox,Disinfox,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Martinique,Martinique,GPE,0.12500000,0.15000000,en,1.00000000,4037735-0,3570311,A,14.66667000,-61.00000000,CENTRAL-AMERICA,Martinique,CAR
Matignon,Matignon,GPE,0.00000000,0.00000000,en,1.00000000,4244120-1,3578870,P,16.29388000,-61.42840000,CENTRAL-AMERICA,Guadeloupe,CAR
Geely,Geely,LOC,0.00000000,0.67500000,en,1.00000000,,0,,,,,,
Massachusetts,Massachusetts,GPE,0.00000000,0.00000000,en,1.00000000,4037858-5,6254926,A,42.36565000,-71.10832000,NORTH-AMERICA,United States,ENA
Channel,Channel,LOC,-0.05000000,0.20000000,en,1.00000000,,0,,,,,,
Pyrénées-Atlantiques,Pyrénées-Atlantiques,GPE,0.00000000,0.00000000,en,1.00000000,4553872-4,3037612,P,43.48921000,-1.51921000,EUROPE-AFRICA,France,MED
Namur,Namur,LOC,0.08750000,0.56250000,en,1.00000000,4117763-0,2790471,P,50.46690000,4.86746000,EUROPE,Belgium,WCE
Mexico City,Mexico City,GPE,0.00000000,0.00000000,en,1.00000000,4039060-3,3530597,P,19.42847000,-99.12766000,CENTRAL-AMERICA,Mexico,NCA
PACA,PACA,GPE,0.00000000,0.10000000,en,1.00000000,,1633461,H,1.58814000,127.94128000,ASIA,Indonesia,SEA
Albion,Albion,GPE,-0.18750000,0.50000000,en,1.00000000,,11071615,L,34.68743000,-116.78467000,NORTH-AMERICA,United States,WNA
Lake Annecy,Lake Annecy,LOC,0.05000000,0.50000000,en,1.00000000,,3037541,H,45.85164000,6.17670000,EUROPE,France,WCE
Udinese,Udinese,GPE,0.00000000,0.00000000,en,1.00000000,,3173318,P,46.41083000,13.20139000,EUROPE,Italy,WCE
Fukushima,Fukushima,GPE,0.00000000,0.00000000,en,1.00000000,4332074-0,2112923,P,37.75000000,140.46667000,ASIA,Japan,EAS
MotoGP,MotoGP,LOC,0.46818182,0.67727273,en,1.00000000,,0,,,,,,
the Alpes-de-Haute-Provence,the Alpes-de-Haute-Provence,LOC,0.00000000,0.00000000,en,1.00000000,,3020119,P,43.94989000,6.81049000,EUROPE-AFRICA,France,MED
Clairefontaine,Clairefontaine,GPE,0.10714286,0.21428571,en,1.00000000,,2960689,P,49.86667000,6.18333000,EUROPE,Luxembourg,WCE
Sart,Sart,GPE,0.00000000,0.00000000,en,1.00000000,,8277267,T,42.00417000,73.76658000,ASIA,Kyrgyzstan,WCA
​​La Plagne,​​La Plagne,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Limoges,Limoges,GPE,0.00000000,0.00000000,en,1.00000000,4035770-3,2998286,P,45.83362000,1.24759000,EUROPE,France,WCE
A86,A86,LOC,0.13636364,0.50000000,en,1.00000000,,5557312,S,59.55583000,-139.51262000,NORTH-AMERICA,United States,NWN
Hauts-de-Seine,Hauts-de-Seine,LOC,0.00000000,0.00000000,en,1.00000000,4341622-6,3036572,P,48.91667000,2.28333000,EUROPE,France,WCE
Orly,Orly,GPE,0.00000000,0.00000000,en,1.00000000,4394225-8,2989297,P,48.74792000,2.39253000,EUROPE,France,WCE
the Vesses canal,the Vesses canal,LOC,0.30000000,0.45000000,en,1.00000000,,0,,,,,,
Port-Valais,Port-Valais,GPE,-0.80000000,1.00000000,en,1.00000000,4680010-4,6299717,S,46.21959000,7.32676000,EUROPE,Switzerland,WCE
the South-East,the South-East,LOC,0.00000000,1.00000000,en,1.00000000,,12217076,L,34.60739000,-86.97977000,NORTH-AMERICA,United States,ENA
Chooz,Chooz,LOC,-0.09351852,0.22129630,en,1.00000000,145119-4,3025039,P,50.10307000,4.80793000,EUROPE,France,WCE
Dunkirk,Dunkirk,GPE,0.35000000,0.55000000,en,1.00000000,7576668-1,5115495,P,42.47950000,-79.33393000,NORTH-AMERICA,United States,ENA
Correns,Correns,GPE,-0.13181818,0.50227273,en,1.00000000,,3023536,P,43.48761000,6.07952000,EUROPE-AFRICA,France,MED
the Police Prefecture,the Police Prefecture,LOC,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
east,east,LOC,0.00000000,0.00000000,en,1.00000000,,12212303,L,37.02332000,-77.36954000,NORTH-AMERICA,United States,ENA
Lacanau,Lacanau,GPE,0.50000000,0.69444444,en,1.00000000,4569976-8,3010626,P,44.97914000,-1.07957000,EUROPE-AFRICA,France,MED
Picardy Wallonia,Picardy Wallonia,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Jardin,Jardin,GPE,-0.10000000,0.35000000,en,1.00000000,,3623363,P,9.71368000,-83.97036000,CENTRAL-AMERICA,Costa Rica,SCA
Caesar,Caesar,GPE,0.00000000,0.00000000,en,1.00000000,,3163793,U,40.21667000,12.25000000,EUROPE-AFRICA,New Zealand,MED
Baiae,Baiae,GPE,0.00000000,0.00000000,en,1.00000000,4080241-3,3182488,P,40.81667000,14.06667000,EUROPE-AFRICA,Italy,MED
Médoc,Médoc,GPE,0.00000000,0.00000000,en,1.00000000,4038296-5,2998097,P,45.07417000,-0.79167000,EUROPE,France,WCE
Georges,Georges,GPE,0.22222222,0.66666667,en,1.00000000,4740417-6,3579925,P,12.05288000,-61.75226000,CENTRAL-AMERICA,Grenada,CAR
Batz,Batz,GPE,0.22222222,0.66666667,en,1.00000000,4331768-6,3034587,T,48.74767000,-4.01422000,EUROPE,France,WCE
Namur-Gembloux,Namur-Gembloux,LOC,0.00000000,0.00000000,en,1.00000000,4019955-1,2797713,P,50.56149000,4.69889000,EUROPE,Belgium,WCE
NAGE,NAGE,GPE,0.00000000,0.00000000,en,1.00000000,,13154620,H,28.23710000,84.68025000,ASIA,Nepal,TIB
Belle Onde,Belle Onde,GPE,0.20000000,0.20000000,en,1.00000000,,0,,,,,,
Carm,Carm,GPE,0.50000000,0.50000000,en,1.00000000,,1467482,P,36.76004000,69.44318000,ASIA,Afghanistan,WCA
Le Puy-en-Velay,Le Puy-en-Velay,GPE,-0.21250000,0.93750000,en,1.00000000,4111265-9,3002465,P,45.04366000,3.88523000,EUROPE,France,WCE
Puy-en-Velay,Puy-en-Velay,GPE,0.00000000,0.78333333,en,1.00000000,4111265-9,3002465,P,45.04366000,3.88523000,EUROPE,France,WCE
Boulogne-Billancourt,Boulogne-Billancourt,GPE,0.10000000,0.30000000,en,1.00000000,4080491-4,3031137,P,48.83545000,2.24128000,EUROPE,France,WCE
Framboizin,Framboizin,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Moselle,Moselle,LOC,-0.09351852,0.22129630,en,1.00000000,,2991627,A,49.04177000,6.58355000,EUROPE,France,WCE
Diois,Diois,GPE,0.00000000,0.00000000,en,1.00000000,4235918-1,3034161,P,44.56888000,5.47610000,EUROPE-AFRICA,France,MED
Nastassia,Nastassia,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Montlahuc,Montlahuc,GPE,-0.13333333,0.60000000,en,1.00000000,,2992333,P,44.53404000,5.45215000,EUROPE-AFRICA,France,MED
Rhine,Rhine,GPE,0.16666667,0.33333333,en,1.00000000,,12077024,L,49.31885000,8.77012000,EUROPE,Germany,WCE
Washington State,Washington State,GPE,-0.08125000,0.21875000,en,1.00000000,4118995-4,5815135,A,47.50012000,-120.50147000,NORTH-AMERICA,United States,WNA
Romania,Romania,GPE,-0.07777778,0.64444444,en,1.00000000,4050939-4,798549,A,46.00000000,25.00000000,EUROPE,Romania,WCE
São Paulo,São Paulo,GPE,0.00000000,1.00000000,en,1.00000000,4051667-2,3448439,P,-23.54750000,-46.63611000,SOUTH-AMERICA,Brazil,SES
the Storm Ship,the Storm Ship,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
UK,UK,GPE,0.16666667,0.33333333,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Languedoc,Languedoc,GPE,0.00000000,0.00000000,en,1.00000000,4034544-0,3007669,L,43.66667000,3.16667000,EUROPE-AFRICA,France,MED
Ocean Surfaces,Ocean Surfaces,LOC,0.04904762,0.42714286,en,1.00000000,,0,,,,,,
Aveyron,Aveyron,GPE,0.00000000,0.00000000,en,1.00000000,4453171-0,3035691,A,44.25000000,2.50000000,EUROPE-AFRICA,France,MED
Massegros,Massegros,GPE,0.00000000,0.00000000,en,1.00000000,4448970-5,3003534,P,44.30861000,3.17439000,EUROPE-AFRICA,France,MED
Doubs,Doubs,GPE,0.00000000,0.00000000,en,1.00000000,4085479-6,3020989,A,47.19967000,6.43487000,EUROPE,France,WCE
the Caribbean Sea,the Caribbean Sea,LOC,0.31666667,0.68333333,en,1.00000000,4051667-2,3448439,P,-23.54750000,-46.63611000,SOUTH-AMERICA,Brazil,SES
the Virgin Islands,the Virgin Islands,GPE,0.00000000,0.00000000,en,1.00000000,4108287-4,4796775,A,18.34829000,-64.98348000,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
the South-East department,the South-East department,LOC,0.16666667,0.58333333,en,1.00000000,,7726518,S,39.12749000,-75.47136000,NORTH-AMERICA,United States,ENA
Gros Bessillon,Gros Bessillon,GPE,0.00000000,0.00000000,en,1.00000000,,3014561,T,43.53679000,6.07992000,EUROPE-AFRICA,France,MED
South-East,South-East,LOC,0.50000000,0.90000000,en,1.00000000,,12217076,L,34.60739000,-86.97977000,NORTH-AMERICA,United States,ENA
Montfort,Montfort,GPE,0.50000000,0.50000000,en,1.00000000,,2992581,P,48.13762000,-1.95585000,EUROPE,France,WCE
crousty,crousty,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tournon-sur-Rhône,Tournon-sur-Rhône,GPE,0.05000000,0.10000000,en,1.00000000,4106548-7,2972214,P,45.06667000,4.83333000,EUROPE,France,WCE
Montbrison,Montbrison,LOC,0.05000000,0.10000000,en,1.00000000,4404061-1,2992890,P,45.60752000,4.06525000,EUROPE,France,WCE
Bellegarde-en-Diois,Bellegarde-en-Diois,GPE,-0.13333333,0.60000000,en,1.00000000,,3033689,P,44.53782000,5.42769000,EUROPE-AFRICA,France,MED
Floreffois,Floreffois,GPE,0.38989899,0.47373737,en,1.00000000,,0,,,,,,
Limburg,Limburg,GPE,0.00000000,0.00000000,en,1.00000000,4036784-8,2751283,P,50.84833000,5.68889000,EUROPE,The Netherlands,WCE
Saint-Gingolph,Saint-Gingolph,LOC,-0.80000000,1.00000000,en,1.00000000,,2658872,P,46.39217000,6.80594000,EUROPE,Switzerland,WCE
Perugia,Perugia,GPE,0.00000000,0.00000000,en,1.00000000,4045314-5,3171180,P,43.11220000,12.38878000,EUROPE-AFRICA,Italy,MED
North Africa,North Africa,GPE,0.00000000,0.40000000,en,1.00000000,7648389-7,57289,P,9.56000000,44.06500000,AFRICA,Somalia,NEAF
Hakimi,Hakimi,GPE,0.00000000,0.50000000,en,1.00000000,,1221409,P,38.79635000,68.35717000,ASIA,Tajikistan,WCA
Haaland,Haaland,GPE,0.00000000,0.50000000,en,1.00000000,,5968708,H,58.00013000,-108.36745000,NORTH-AMERICA,Canada,NWN
Kane,Kane,GPE,0.00000000,0.50000000,en,1.00000000,5009359-9,4883817,P,41.76058000,-88.32007000,NORTH-AMERICA,United States,ENA
Zhejiang province,Zhejiang province,GPE,0.50000000,0.50000000,en,1.00000000,4229651-1,1808926,P,30.29365000,120.16142000,ASIA,China,EAS
Poitou-Charentes,Poitou-Charentes,GPE,-0.41250000,0.52083333,en,1.00000000,4342047-3,2986493,L,46.66667000,-0.50000000,EUROPE,France,WCE
the Luxembourg Emergency Zone,the Luxembourg Emergency Zone,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Perreux-sur-Marne,Perreux-sur-Marne,GPE,0.00000000,0.00000000,en,1.00000000,4243172-4,3002965,P,48.85000000,2.50000000,EUROPE,France,WCE
Val-de-Marne,Val-de-Marne,GPE,0.00000000,0.00000000,en,1.00000000,4422868-5,3027105,P,48.81642000,2.49366000,EUROPE,France,WCE
Puy-de-Dôme,Puy-de-Dôme,GPE,0.00000000,0.12500000,en,1.00000000,4090482-9,3024635,P,45.77969000,3.08682000,EUROPE,France,WCE
Barcelona,Barcelona,GPE,0.20000000,0.90000000,en,1.00000000,4004503-1,3128760,P,41.38879000,2.15899000,EUROPE-AFRICA,Spain,MED
Sète,Sète,GPE,0.20000000,0.90000000,en,1.00000000,4236464-4,2974733,P,43.40280000,3.69278000,EUROPE-AFRICA,France,MED
Avignon,Avignon,GPE,0.00000000,0.00000000,en,1.00000000,4004019-7,3035681,P,43.94834000,4.80892000,EUROPE-AFRICA,France,MED
Planay,Planay,GPE,0.00000000,0.00000000,en,1.00000000,,2986918,P,47.74520000,4.37755000,EUROPE,France,WCE
Fifa,Fifa,GPE,0.04545455,0.48484848,en,1.00000000,,11185646,L,30.96066000,35.42456000,EUROPE-AFRICA,Jordan,MED
chlordecone,chlordecone,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Météo,Météo,GPE,0.25000000,0.85000000,en,1.00000000,,10858768,P,-4.35998000,15.23905000,AFRICA,Democratic Republic of the Congo,CAF
Nuuk,Nuuk,GPE,0.07142857,0.14285714,en,1.00000000,671310-5,3421319,P,64.18347000,-51.72157000,POLAR,Greenland,GIC
Paraguayan,Paraguayan,GPE,-0.05000000,0.20000000,en,1.00000000,,3439121,L,-23.00000000,-60.00000000,SOUTH-AMERICA,Paraguay,SES
the Brocéliande forest,the Brocéliande forest,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the east coast,the east coast,LOC,-0.07083333,0.38333333,en,1.00000000,,12212303,L,37.02332000,-77.36954000,NORTH-AMERICA,United States,ENA
3rd heat wave,3rd heat wave,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Brescia,Brescia,GPE,0.00000000,0.00000000,en,1.00000000,4008213-1,3181554,P,45.53558000,10.21472000,EUROPE,Italy,WCE
Kaiser,Kaiser,GPE,-0.15000000,0.40000000,en,1.00000000,,3371104,T,-54.40917000,3.35278000,SOUTHERN,Bouvet Island,SOO
Frosinone,Frosinone,GPE,0.00000000,0.00000000,en,1.00000000,4362865-5,3176515,P,41.63976000,13.34109000,EUROPE-AFRICA,Italy,MED
the Great Lakes,the Great Lakes,LOC,0.09375000,0.93750000,en,1.00000000,,12212304,L,44.57143000,-84.69022000,NORTH-AMERICA,United States,ENA
Adam,Adam,GPE,0.00000000,0.00000000,en,1.00000000,,3427199,T,-51.58180000,-60.06575000,SOUTH-AMERICA,Falkland Islands,SSA
Ferlo,Ferlo,GPE,0.20000000,0.45000000,en,1.00000000,4016778-1,2251892,L,15.00000000,-14.00000000,AFRICA,Senegal,SAH
法國今年6月底遭遇罕見高溫侵襲，部分地區氣溫飆破攝氏40度,法國今年6月底遭遇罕見高溫侵襲，部分地區氣溫飆破攝氏40度,GPE,0.10266667,0.38955556,en,1.00000000,,0,,,,,,
La Roja's,La Roja's,GPE,-0.12500000,0.37500000,en,1.00000000,,350207,P,28.35831000,33.07829000,AFRICA,Egypt,SAH
South Sudan,South Sudan,GPE,0.03333333,0.13333333,en,1.00000000,7755222-2,7909807,A,7.50000000,30.00000000,AFRICA,South Sudan,NEAF
Lake Baikal,Lake Baikal,GPE,0.03333333,0.13333333,en,1.00000000,,2026982,H,54.00000000,109.00000000,ASIA,Russia,ESB
Crimea,Crimea,LOC,0.03333333,0.13333333,en,1.00000000,5280853-1,703883,A,45.00000000,34.00000000,EUROPE,Ukraine,WCE
South Lebanon,South Lebanon,GPE,0.03333333,0.13333333,en,1.00000000,,268064,P,33.55751000,35.37148000,EUROPE-AFRICA,Lebanon,MED
Northeast,Northeast,LOC,-0.09285714,0.51428571,en,1.00000000,,11887749,L,42.80019000,-74.11805000,NORTH-AMERICA,United States,ENA
Saint-Étienne,Saint-Étienne,GPE,0.23750000,0.63750000,en,1.00000000,4118220-0,2980291,P,45.43389000,4.39000000,EUROPE,France,WCE
Venice,Venice,GPE,0.00000000,0.58333333,en,1.00000000,4062501-1,3164603,P,45.43713000,12.33265000,EUROPE,Italy,WCE
Po River,Po River,LOC,0.00000000,0.58333333,en,1.00000000,,4440975,P,30.52556000,-89.67788000,NORTH-AMERICA,United States,ENA
Northern Alps,Northern Alps,LOC,-0.45000000,0.70000000,en,1.00000000,,5572897,L,41.01960000,-123.10793000,NORTH-AMERICA,United States,WNA
Genoa,Genoa,GPE,0.00000000,0.00000000,en,1.00000000,4020185-5,3176219,P,44.40478000,8.94439000,EUROPE-AFRICA,Italy,MED
Myanmar,Myanmar,GPE,0.00000000,0.00000000,en,1.00000000,4069500-1,1327865,A,21.00000000,96.00000000,ASIA,Myanmar,SAS
Clermont,Clermont,GPE,0.60000000,1.00000000,en,1.00000000,4090482-9,3024635,P,45.77969000,3.08682000,EUROPE,France,WCE
Thimister,Thimister,GPE,0.60000000,1.00000000,en,1.00000000,,2785563,A,50.65512000,5.86713000,EUROPE,Belgium,WCE
Zika,Zika,GPE,0.00000000,0.00000000,en,1.00000000,,2293647,P,11.09210000,-0.41745000,AFRICA,Ghana,WAF
PyPI,PyPI,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ain,Ain,GPE,0.00000000,0.00000000,en,1.00000000,4079657-7,292913,P,24.19167000,55.76056000,ASIA,United Arab Emirates,ARP
Mount Canigou,Mount Canigou,GPE,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Senzanome,Senzanome,GPE,-0.50000000,0.90000000,en,1.00000000,,0,,,,,,
Marne,Marne,GPE,0.00000000,0.00000000,en,1.00000000,4422868-5,3027105,P,48.81642000,2.49366000,EUROPE,France,WCE
Nigeria,Nigeria,GPE,0.00000000,0.00000000,en,1.00000000,4042300-1,2328926,A,10.00000000,8.00000000,AFRICA,Nigeria,WAF
Péruwelz,Péruwelz,GPE,-0.10000000,0.15000000,en,1.00000000,4822104-1,2789162,P,50.50819000,3.59373000,EUROPE,Belgium,WCE
Norman village,Norman village,GPE,0.00000000,0.00000000,en,1.00000000,,2979724,P,49.34908000,0.50331000,EUROPE,France,WCE
Chambéry,Chambéry,GPE,0.00000000,0.00000000,en,1.00000000,4085206-4,3027422,P,45.56628000,5.92079000,EUROPE,France,WCE
United Arab Emirates,United Arab Emirates,GPE,0.27500000,0.62500000,en,1.00000000,4062742-1,290557,A,23.75000000,54.50000000,ASIA,United Arab Emirates,ARP
Vancouver,Vancouver,GPE,0.08333333,0.30000000,en,1.00000000,4119364-7,6173331,P,49.24966000,-123.11934000,NORTH-AMERICA,Canada,WNA
British Columbia,British Columbia,GPE,0.08333333,0.30000000,en,1.00000000,4119364-7,6173331,P,49.24966000,-123.11934000,NORTH-AMERICA,Canada,WNA
Brabant,Brabant,GPE,0.00000000,0.00000000,en,1.00000000,4013831-8,2756253,P,51.44083000,5.47778000,EUROPE,The Netherlands,WCE
Kharkov,Kharkov,GPE,0.00000000,0.00000000,en,1.00000000,4009782-1,706483,P,49.98177000,36.25475000,EUROPE,Ukraine,WCE
Kenya,Kenya,GPE,0.00000000,0.00000000,en,1.00000000,4030236-2,192950,A,1.00000000,38.00000000,AFRICA,Kenya,SEAF
Colombia,Colombia,GPE,0.00000000,0.00000000,en,1.00000000,4031812-6,3686110,A,4.00000000,-73.25000000,SOUTH-AMERICA,Colombia,NWS
Kroon-Oil,Kroon-Oil,LOC,0.02500000,0.36666667,en,1.00000000,,0,,,,,,
Nivellois,Nivellois,GPE,0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Doha,Doha,GPE,0.00000000,0.00000000,en,1.00000000,4219005-8,290030,P,25.28545000,51.53096000,ASIA,Qatar,ARP
Corrèze,Corrèze,GPE,0.00000000,0.00000000,en,1.00000000,4085335-4,3023532,A,45.34754000,1.87319000,EUROPE,France,WCE
Zurich,Zurich,GPE,-0.16666667,0.33333333,en,1.00000000,4068038-1,2657896,P,47.36667000,8.55000000,EUROPE,Switzerland,WCE
"Yokohama,","Yokohama,",GPE,0.00000000,0.60000000,en,1.00000000,4192186-0,1848354,P,35.43333000,139.65000000,ASIA,Japan,EAS
Allègre,Allègre,GPE,0.50000000,0.75000000,en,1.00000000,,3038158,P,44.19968000,4.24536000,EUROPE-AFRICA,France,MED
Villaroger,Villaroger,GPE,0.37500000,0.54166667,en,1.00000000,,2968939,P,45.59073000,6.87501000,EUROPE,France,WCE
Regina,Regina,GPE,0.00000000,0.00000000,en,1.00000000,4280218-0,6119109,P,50.45008000,-104.61780000,NORTH-AMERICA,Canada,NEN
Audiard,Audiard,LOC,0.10000000,1.00000000,en,1.00000000,,0,,,,,,
Hatka,Hatka,GPE,0.00000000,0.00000000,en,1.00000000,,447202,P,36.85025000,44.59187000,ASIA,Iraq,WCA
the Belledonne massif,the Belledonne massif,LOC,-0.05000000,0.25000000,en,1.00000000,,0,,,,,,
Bolivia,Bolivia,GPE,-0.20000000,0.30000000,en,1.00000000,4007607-6,3923057,A,-17.00000000,-65.00000000,SOUTH-AMERICA,Bolivia,SAM
Belfast,Belfast,GPE,0.00000000,0.00000000,en,1.00000000,4080332-6,2655984,P,54.59682000,-5.92541000,EUROPE,United Kingdom,NEU
Aublain,Aublain,GPE,0.00000000,0.00000000,en,1.00000000,,2802981,P,50.06644000,4.40960000,EUROPE,Belgium,WCE
the North Pacific,the North Pacific,LOC,0.00000000,0.00000000,en,1.00000000,,12110848,L,45.53341000,-127.13411000,NORTH-AMERICA,United States,WNA
Hamburg,Hamburg,GPE,0.00000000,0.00000000,en,1.00000000,4239189-1,2911298,P,53.55073000,9.99302000,EUROPE,Germany,NEU
Dieppe,Dieppe,GPE,0.03333333,0.13333333,en,1.00000000,4085437-1,3021411,P,49.92160000,1.07772000,EUROPE,France,WCE
Malta,Malta,GPE,0.00000000,0.00000000,en,1.00000000,508790-9,2562770,A,35.91667000,14.43333000,EUROPE-AFRICA,Malta,MED
Bedoin,Bedoin,GPE,0.00000000,0.05000000,en,1.00000000,,3033900,P,44.12432000,5.18040000,EUROPE-AFRICA,France,MED
Oslo,Oslo,GPE,0.00000000,0.00000000,en,1.00000000,1013733-6,3143244,P,59.91273000,10.74609000,EUROPE,Norway,NEU
skiathlon,skiathlon,GPE,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Croatia,Croatia,GPE,0.18750000,0.25000000,en,1.00000000,4073841-3,3202326,A,45.16667000,15.50000000,EUROPE,Croatia,WCE
Châteauguay,Châteauguay,GPE,0.00000000,0.00000000,en,1.00000000,,5920433,P,45.38338000,-73.74919000,NORTH-AMERICA,Canada,ENA
the Persian Gulf,the Persian Gulf,LOC,0.15000000,0.22500000,en,1.00000000,,0,,,,,,
Carcassonne,Carcassonne,GPE,0.00000000,0.00000000,en,1.00000000,4009469-8,3028641,P,43.21649000,2.34863000,EUROPE-AFRICA,France,MED
New northern,New northern,LOC,0.11818182,0.72727273,en,1.00000000,4042011-5,5128581,P,40.71427000,-74.00597000,NORTH-AMERICA,United States,ENA
date|Jacques Lemoine,date|Jacques Lemoine,GPE,0.00000000,0.06250000,en,1.00000000,,0,,,,,,
Hamois,Hamois,GPE,0.00000000,0.00000000,en,1.00000000,1031722890,2796628,A,50.33483000,5.15121000,EUROPE,Belgium,WCE
