day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-11-15,-0.20932037955745678,0.3680732809171166,-0.540466786007439,0.9883322223374272,2.0
2025-11-19,0.7071067811865475,1.0,-0.7071067811865467,1.0,1.0
2025-11-20,-0.7071067811865476,1.0,0.7071067811865479,1.0,1.0
2025-11-24,0.40990941203394027,1.0,1.01303289175877,1.0,1.0
2025-11-26,-0.28599286871489427,1.0,1.0894631894544957,1.0,1.0
2025-11-28,-0.4290109207314475,1.0,-1.1546532120715212,1.0,1.0
2025-12-06,0.872603528481042,1.0,1.0572027151537744,1.0,1.0
2025-12-12,-0.15861104461968056,0.1776878504729951,-0.8189386747990097,1.0315771326329541,3.0
2025-12-17,-0.5592766926628708,0.7349573970390663,0.4440388836095227,0.26770277808136494,2.0
2025-12-18,0.05727272727272727,1.0,0.22090909090909094,1.0,1.0
2025-12-19,-0.4175037896164242,2.1983335943449975,-0.21624867501671646,0.8565696882686047,2.0
2025-12-20,-0.2833232587140812,1.0,-0.17241992820993607,1.0,1.0
2025-12-22,0.17761830289742425,0.17914065161735246,-0.5431341536236214,0.9845599948787872,2.0
2025-12-23,1.405580467424361,0.49000231654619975,0.28188899811335694,0.00468876982694768,2.0
2025-12-24,0.3640911242967432,1.0,-1.2795995890889016,1.0,1.0
2025-12-25,1.068132119165799,2.0373844750230257,0.25442149346494125,2.1881858412718858,3.0
2025-12-26,-1.1750575786719806,1.0,1.7315364285027761,1.0,1.0
2025-12-27,-1.3864788729238446,0.41584661683309004,1.2883574518677339,0.9164508807297114,3.0
2025-12-28,0.08825094814686889,0.7707068096965481,0.427346561054369,0.526661438156935,5.0
2025-12-29,0.5412579767948116,0.587829561015086,0.5575851473513226,1.2122183442488228,3.0
2025-12-30,-0.21956930909575606,0.583097456583532,-0.7287094376271914,0.4032168646706674,5.0
2025-12-31,-0.03604548233409462,0.5912558970074332,0.4048306896858091,0.26493528931289617,4.0
2026-01-01,0.05205246611191141,0.5776972837176021,-0.4050783105791346,1.1173629383128125,6.0
2026-01-02,0.009321791144016434,1.6009279941950956,0.7865436160542348,0.24955137839479544,3.0
2026-01-03,-0.13272005725994057,0.8123054950240587,-0.028553390593273942,0.9596194077712562,2.0
2026-01-04,0.8103668835434896,0.282713347753209,-0.8723732263931678,0.16635637208643653,2.0
2026-01-05,-0.6118236576856503,1.5373178228025068,0.2650153559553429,0.9792502699915165,3.0
2026-01-06,0.11249354635518505,1.0772726821677778,-0.23189719766113928,0.8858992238424416,11.0
2026-01-07,-0.15056385295924907,0.9380357646876722,-0.03137800365790104,0.8988088419023454,20.0
2026-01-08,0.35283484490219086,0.6150612342307195,-0.3400680775122478,1.0639063250216891,17.0
2026-01-09,0.23128842379558065,1.1131810593926437,0.3201465439972604,0.9094156517056962,19.0
2026-01-10,-0.38632184528951974,0.9752322133609124,0.020564159701787727,1.0985398992193849,7.0
2026-01-11,-0.5004768477378847,1.0308030604203486,0.09573648381521874,0.8018730744022932,9.0
2026-01-12,0.10967773116247688,1.047266484498589,-0.042871788572627856,0.9872807790735764,9.0
2026-01-13,0.00043320978614105334,1.3246753246238565,-0.17685506242219154,0.5138210773761611,5.0
2026-01-14,0.2429078533282786,1.0803398457425906,0.2238916615811869,0.7862481912818494,9.0
2026-01-15,0.23660125512491365,0.8999130941563611,0.07806059611062492,0.8377166647311989,10.0
2026-01-16,-0.1398575784255418,1.0584352165502178,-0.15613619704162815,0.8786014594050546,8.0
2026-01-17,-0.003130167325684635,0.815512911535825,0.050983476509044875,0.8251763034379719,8.0
2026-01-18,-0.01043643486825905,0.9380307490683673,0.2302488630110599,0.4974226840552253,8.0
2026-01-19,0.2545794155740129,0.7919526113745707,-0.39636166761314945,1.016776390243164,7.0
2026-01-20,-0.19148879032838548,1.0756177461748062,0.7156728981716981,0.837892931468508,7.0
2026-01-21,0.3206932367477512,0.965433955503086,0.029068644472305387,0.8923565000482421,7.0
2026-01-22,0.2614494410561307,0.4116648390316218,-0.2904416329618962,1.2823085150314482,5.0
2026-01-23,0.887748393617679,1.2520128866587241,0.7948571987783505,0.45439734481973515,6.0
2026-01-24,0.14342934236562704,1.2457447663826875,0.6804621671744172,0.3425704367902233,6.0
2026-01-25,0.35892582611463614,0.6664310894813255,-0.23814520858985375,0.7952728080423777,5.0
2026-01-26,-0.08663295116929812,0.821077728831632,-0.3768859196494456,1.1380636396879498,8.0
2026-01-27,-0.19401799677866025,0.7164026140208852,0.11814549884126137,0.9233015852999714,6.0
2026-01-28,-0.23096294273780182,0.7270584908489433,-0.10380395717470017,1.3945037837687235,8.0
2026-01-29,-0.5150544206040188,0.5582908396938167,0.4007742124469723,0.6833400424687602,7.0
2026-01-30,-0.2455150043809216,0.3529944666396761,-0.9553782338254351,0.68830456980604,5.0
2026-01-31,-0.6114148977016186,1.2393325322354656,-0.33539636511732535,1.3011906575180785,3.0
2026-02-01,-0.7139137458228743,1.0,0.5682728836140578,1.0,1.0
2026-02-02,-0.1168093915138936,0.4222862140317846,-0.0027357386645485704,0.7099042517938102,5.0
2026-02-03,-0.6907440236145255,0.1482146476720721,0.0020854045115341613,1.9443751580851647,3.0
2026-02-04,-0.29031728055282535,1.7146366880008514,0.34702862368189963,0.6958390650254049,5.0
2026-02-05,0.1796530266230561,1.0,-1.231247511254713,1.0,1.0
2026-02-06,0.7391250046980788,1.0087709098271345,-0.8268407107957231,0.9011514422168778,2.0
2026-02-07,-0.29340831409746504,1.0,-0.16682571456004847,1.0,1.0
